"pregunta","respuesta","contexto","archivo"
"¿Qué tradición popular existe en Valencia para las mujeres embarazadas?","En Valencia existe la tradición popular de que las mujeres embarazadas den 9 vueltas dentro de la Catedral de València, una por cada mes de gestación, para garantizar un buen parto con la ayuda de la Virgen del Buen Parto.","En València tenemos una tradición popular que garantiza el buen parto de las embarazadas con la Virgen del Buen Parto. Se trata dar 9 vueltas, una por cada mes de gestación, en el interior de la Catedral de València. Las madres más devotas siguen realizando este ritual, pidiendo a la Virgen tener un parto sin complicaciones.","Articulos del blog/5-mitos-leyendas-urbanas-sobre-valencia.txt"
"¿Por qué el murciélago es un símbolo importante en Valencia?","Según la leyenda, un murciélago alertó a Jaume I de un ataque sorpresa durante la conquista de la ciudad, permitiéndole defenderse y ganar. En honor a este gesto, Jaume I colocó el 'Rat Penat' (murciélago) en el escudo de la ciudad.","Según cuenta la leyenda, cuando Jaume I buscaba conquistar la ciudad de València, un murciélago entró en sus aposentos en plena noche, golpeándose con sus armaduras y demás objetos personales. Esto hizo que se despertara, avisándole de un ataque sorpresa que estaban a punto de recibir. Así, pudieron prevenir el ataque y resultar vencedores. Jaume I quiso honrar este gesto colocando al ‘Rat Penat’ en el escudo de la ciudad de València.","Articulos del blog/5-mitos-leyendas-urbanas-sobre-valencia.txt"
"¿Qué se dice que hay dentro del caballo de la escultura del Parterre de Jaume I?","La leyenda cuenta que dentro del caballo de Jaume I, una escultura de 11 toneladas y media, podría haber un tesoro: la gorra de su dueño, un transportista, con todos sus ahorros dentro.","La leyenda cuenta que la figura de 11 toneladas y media, contiene un tesoro dentro. Y es que, el dueño del caballo, un transportista de Marxalenes llamado Rafael Martí, cuando fundieron el bronce sobre la obra, lanzó su inseparable gorra al metal líquido para que ésta fuera tan eterna como la figura del caballo. Lo que se dice, es que dentro de esa gorra estaban todos los ahorros de su vida. Por lo que, dentro del caballo de Jaume I podría haber un auténtico tesoro: el legado de un humilde hombre orgulloso de lo que fue.","Articulos del blog/5-mitos-leyendas-urbanas-sobre-valencia.txt"
"¿Dónde puedo encontrar información sobre la Ruta del Grial y arte religioso?","Puedes reservar una plaza en la visita guiada Ruta del Grial y arte religioso. Sale todos los viernes, a las 10:00 h. desde la oficina de turismo de la calle de la Paz.","Ve y compruébalo con tus propios ojos. Y si quieres conocer más sobre esta reliquia y el patrimonio artístico de otros iglesias, reserva tu plaza en la visita guiada Ruta del Grial y arte religioso. Sale todos los viernes, a las 10:00 h. desde la oficina de turismo de la calle de la Paz.","Articulos del blog/5-mitos-leyendas-urbanas-sobre-valencia.txt"
"¿Qué puedo encontrar ahora en los Jardines del Turia?","Ahora puedes pasear tranquilamente por los Jardines del Turia. Encontrarás personas haciendo ejercicio, paseando y disfrutando de este parque natural urbano.","¡Pero tranquil@! Ahora puedes pasear tranquilamente por los Jardines del Turia sin cocodrilos a la vista, solo encontrarás personas haciendo ejercicio, paseando y disfrutando de este maravilloso parque natural urbano.","Articulos del blog/5-mitos-leyendas-urbanas-sobre-valencia.txt"
"¿Qué planes puedo hacer en Valencia durante el Puente de Noviembre o Diciembre?","Hay siete planes que pueden encajarte: visitar los sitios de moda como La Fábrica de Hielo o La Más Bonita, recorrer el centro histórico y la Ciudad de las Artes y las Ciencias, explorar el arte en Bombas Gens, el IVAM o el Museo de Bellas Artes, desconectar en el Parque Natural de la Albufera o Bioparc, comprar regalos 'Made in VLC', pasear en bici por los Jardines del Turia, y disfrutar de la noche valenciana.","Si estás buscando qué hacer en València durante el Puente de Noviembre (Todos Los Santos) o el Puente de Diciembre, perfecto, porque hemos seleccionado siete planes que seguro te encajan.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Qué lugares de moda puedo visitar en Valencia?","En el Cabanyal y la zona de la Patacona, puedes visitar La Fábrica de Hielo (José Ballester Gozalvo, 37), Mercabanyal (Eugenia Viñes, 225), La Batisfera (Calle de la Reina, 167) o La Más Bonita (Paseo Marítimo de la Patacona, 11).","En el Cabanyal y la zona de la Patacona, también te esperan algunos de los locales más animados del momento: La Fábrica de Hielo (José Ballester Gozalvo, 37), Mercabanyal (Eugenia Viñes, 225), La Batisfera (Calle de la Reina, 167) o La Más Bonita (Paseo Marítimo de la Patacona, 11) son algunos de ellos.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Cuáles son los lugares imprescindibles para visitar en el centro histórico de Valencia?","En el centro histórico no te puedes perder el Mercado Central, la Lonja (Patrimonio de la UNESCO) y la Catedral, con la capilla que custodia el Santo Grial.","¿Primera vez en València? No te dejes el centro histórico y sus imprescindibles: el Mercado Central, la Lonja (Patrimonio de la UNESCO) y la Catedral, con la capilla que custodia el Santo Grial.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Qué puedo hacer en la Ciudad de las Artes y las Ciencias?","En la Ciudad de las Artes y las Ciencias puedes admirar la arquitectura de Calatrava, disfrutar de las exposiciones del Museu de les Ciències, ver una película en 3D en el Hemisfèric y visitar el Oceanogràfic, el mayor acuario de Europa.","Habrás oído hablar de ella: la Ciutat de les Arts i les Ciéncies es otro básico que no puedes dejar de visitar. Admira la impresionante arquitectura de Calatrava, disfruta de las exposiciones del Museu de les Ciències, disfruta de una película en 3D en el Hemisfèric y alucina en el Oceanogràfic, el mayor acuario de Europa.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Dónde puedo ver obras de arte en Valencia?","Puedes visitar Bombas Gens, el IVAM, el Museo de Bellas Artes y la Fundación Bancaja. En Bombas Gens verás fotografía y lenguajes abstractos. En el IVAM, obras de Josep Renau. En el Museo de Bellas Artes, obras de Sorolla, Goya, Velázquez, Ribera o Murillo. En la Fundación Bancaja, dibujos de Sorolla y obras de Eduardo Chillida y Jorge Oteiza.","Desde que abrió en 2017, Bombas Gens se ha convertido en un espacio de arte imprescindible. [...] Siguiendo con el arte contemporáneo, no puedes perderte el IVAM. [...] Si te va más lo clásico, lo tuyo es el Museo de Bellas Artes [...] Además, en Fundación Bancaja podrás ver un centenar de dibujos de Sorolla o la muestra inédita que presenta por primera vez la obra conjunta de Eduardo Chillida y Jorge Oteiza.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Dónde puedo ir para estar en contacto con la naturaleza cerca de Valencia?","Puedes visitar el Parque Natural de la Albufera, donde puedes dar un paseo en barca, avistar aves y comer paella valenciana. También puedes ir a Bioparc València, donde verás una recreación de la sabana africana con gorilas, lemures, elefantes, jirafas y suricatas.","Si lo que buscas es desconectar, escápate al Parque Natural de la Albufera. Un auténtico paraíso ecológico a tan sólo 10 kilómetros de la ciudad. Podrás dar un paseo en una de las típicas barcas de pescadores, avistar aves y degustar la paella valenciana en su lugar de origen. Otra opción para olvidarte del asfalto es sumergirte en la sabana africana en Bioparc València.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Dónde puedo comprar regalos típicos de Valencia?","Puedes comprar abanicos artesanos de Abanicos Vibenca, souvenirs de diseño, turrones en Galiana o chocolate en Trufas Martínez.","Aprovecha esta escapada para adelantar la compra de regalos 'made in VLC', un abanico artesano de Abanicos Vibenca, souvenirs de diseño la mar de originales, los turrones más sabrosos en Galiana o chocolate en Trufas Martínez...","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Dónde puedo tomar algo en un ambiente navideño?","Puedes visitar el Mercado de Colón, con cafeterías, restaurantes y horchaterías decoradas con motivos navideños.","Para hacer un alto en el camino, pásate por el Mercado de Colón, con cafeterías, restaurantes y horchaterías engalanadas de la más elegante decoración navideña.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Qué es el Agua de Valencia y dónde puedo probarla?","El Agua de Valencia es un cóctel inventado en el Café Madrid (Abadía de San Martín, 10).","Empieza por visitar Café Madrid (Abadía de San Martín, 10). Es un local de referencia porque allí se inventó la popular Agua de València. ¡No salgas de allí sin probarla!","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Dónde puedo salir de fiesta en Valencia?","Puedes visitar Palau Alameda, el Barrio del Carmen, Ruzafa, Akuarela en la playa o Mya en la Ciutat de les Arts i les Ciències.","Palau Alameda (Arquitecto Mora, 2) es otra opción, porque puedes empezar cenando en su restaurante Àtic, tomarte una copa con vistas panorámicas al Jardín del Turia desde su terraza y acabar bailando en la discoteca Azza [...] Después déjate caer por el veterano Barrio del Carmen o por el moderno Ruzafa. [...] Para pegarte unos bailes, Akuarela, en la playa o Mya, en la Ciutat de les Arts i les Ciències, ofrecen distintos ambientes musicales, zonas VIP y aparcamiento.","Articulos del blog/7-planes-puente-noviembre-diciembre-en-valencia.txt"
"¿Por qué Ruzafa es un barrio popular en Valencia?","Ruzafa es popular porque ofrece una combinación atractiva de galerías de arte, cafés-librería, restaurantes y tiendas curiosas. Además, tiene un ambiente animado gracias a sus terrazas y la integración de la vida de barrio tradicional con la llegada de intelectuales y artistas.","Está de moda y no parece algo efímero. Ruzafa ha entrado en escena para quedarse. Galerías de arte, cafés-librería, restaurantes… las tiendas más curiosas las puedes encontrar en esta zona, con terrazas llenas de ambiente y todo el encanto que le confiere tener su propio mercado y haber sabido engranar a la perfección la tradicional vida de barrio con la llegada de intelectuales y artistas.","Articulos del blog/acercate-a-ruzafa-seguro-te-atrapa.txt"
"¿Dónde se encuentra Ruzafa en relación con el centro de Valencia?","Ruzafa se encuentra en el distrito del Eixample, a sólo un paso del centro de la ciudad.","En el distrito del Eixample, a sólo un paso del centro de la ciudad, emerge cada vez con más fuerza el barrio de Ruzafa, alternativa al Barrio del Carmen, lugar por antonomasia para callejear y disfrutar del ocio y la buena mesa.","Articulos del blog/acercate-a-ruzafa-seguro-te-atrapa.txt"
"¿Qué tipo de actividades puedo realizar en Ruzafa?","En Ruzafa puedes tapear, ir de compras en tiendas diferentes y alternativas, visitar galerías de arte, disfrutar de espacios creativos y cafés-librería, y degustar la gastronomía local e internacional.","Si estás en Valencia, acércate a tapear a Ruzafa o a hacer una ruta de shopping diferente y alternativa, ¡merece la pena! ... En los últimos años los bares y restaurantes se han multiplicado en Ruzafa, junto a interesantes galerías de arte, espacios creativos y cafés-librería, para degustar la gastronomía de la ciudad y la de otros lugares del mundo, y acercarte a las nuevas tendencias artísticas en estos pequeños espacios.","Articulos del blog/acercate-a-ruzafa-seguro-te-atrapa.txt"
"¿Qué es el Mercado de Ruzafa?","El Mercado de Ruzafa es un mercado con más de 600 puestos de venta, conocido por su fachada pintada en colores vivos. Es un punto importante en el barrio y le da aún más vida.","El barrio tiene además un valor añadido, el Mercado de Ruzafa, más de 600 puestos de venta, con una fachada pintada en vivos colores que da aún más vida a este bullicioso barrio;","Articulos del blog/acercate-a-ruzafa-seguro-te-atrapa.txt"
